Reservoir,Date,Elevation,Temp_C,pH,DO_mgL,Turb,Color,Odor,Algae_cells_mL,Fe_mgL,Mn_mgL,Alkalinity,Hardness,CO2,TOC,Notes,Predominant_algae_organism,Reservoir_level,Withdraw_levels,Flag
CCR,8/23/05 15:30,1130,N/A,6.2,N/A,3.43,58,N/A,N/A,0.17,0.53,38,44,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,8/23/05 15:30,1120,N/A,6.4,N/A,4.44,68,N/A,N/A,0.22,0.73,34,38,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,8/23/05 15:30,1110,N/A,6.3,N/A,3.84,64,N/A,N/A,0.19,0.56,34,42,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,8/18/05 17:00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,8/18/05 17:00,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No temperature or CO2 recorded,N/A,N/A,N/A,
CCR,8/18/05 17:00,1140,N/A,6.5,11.1,3.7,50,N/A,N/A,0.11,0.3,38,40,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,8/18/05 17:00,1130,N/A,6.5,11.21,4.7,65,N/A,N/A,0.22,0.66,38,42,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,8/18/05 17:00,1120,N/A,6.5,11.61,4.5,80,N/A,N/A,0.27,0.66,38,40,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,8/18/05 17:00,1110,N/A,6.5,8.86,4.6,64,N/A,N/A,0.17,0.55,38,40,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,8/15/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,8/15/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, or CO2 recorded",N/A,N/A,N/A,
CCR,8/15/05,1140,N/A,6,N/A,1.1,35,N/A,N/A,0.06,0.11,32,40,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,8/15/05,1130,N/A,6.2,N/A,2.8,50,N/A,N/A,0.16,0.58,30,42,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,8/15/05,1120,N/A,6.3,N/A,3.1,57,N/A,N/A,0.18,0.53,30,40,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,8/15/05,1110,N/A,6.5,N/A,3.4,63,N/A,N/A,0.18,0.54,34,42,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,8/10/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,8/10/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, or CO2 recorded",N/A,N/A,N/A,
CCR,8/10/05,1140,N/A,6.2,N/A,2.09,30,N/A,N/A,0.06,0.07,40,42,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,8/10/05,1130,N/A,6.3,N/A,4.45,63,N/A,N/A,0.25,0.66,34,40,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,8/10/05,1120,N/A,6.3,N/A,5.18,72,N/A,N/A,0.31,0.77,34,40,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,8/10/05,1110,N/A,6.4,N/A,5.7,76,N/A,N/A,0.34,0.78,40,40,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,8/8/05 15:25,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,8/8/05 15:25,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No temperature or CO2 recorded,N/A,N/A,N/A,
CCR,8/8/05 15:25,1140,N/A,6.5,5.64,1.83,33,N/A,N/A,0.06,0.16,32,42,N/A,N/A,DO only recorded for elevation levels 1140 and 1110,N/A,N/A,N/A,
CCR,8/8/05 15:25,1130,N/A,6.4,N/A,4.56,53,N/A,N/A,0.22,0.69,40,44,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,8/8/05 15:25,1120,N/A,6.4,N/A,5.46,65,N/A,N/A,0.3,0.86,40,46,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,8/8/05 15:25,1110,N/A,6.5,5.01,4.61,54,N/A,N/A,0.22,0.74,38,46,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,8/5/05 14:10,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,8/5/05 14:10,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No temperature or CO2 recorded,N/A,N/A,N/A,
CCR,8/5/05 14:10,1140,N/A,6.5,8.32,2.1,31,N/A,N/A,0.07,0.3,30,42,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,8/5/05 14:10,1130,N/A,6.5,5.24,4.8,63,N/A,N/A,0.28,0.74,32,42,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,8/5/05 14:10,1120,N/A,6.5,5.02,5.3,68,N/A,N/A,0.3,0.85,34,40,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,8/5/05 14:10,1110,N/A,6.5,4.92,5.6,80,N/A,N/A,0.34,0.88,32,44,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,8/3/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,8/3/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No temperature or CO2 recorded,N/A,N/A,N/A,
CCR,8/3/05,1140,N/A,6.7,7.81,1.6,26,N/A,N/A,0.05,0.09,36,36,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,8/3/05,1130,N/A,6.5,7.11,3.8,51,N/A,N/A,0.2,0.63,38,40,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,8/3/05,1120,N/A,6.5,6.66,3.8,55,N/A,N/A,0.2,0.64,34,40,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,8/3/05,1110,N/A,6.3,6.16,6.47,87,N/A,N/A,0.5,1.03,38,46,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,8/2/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,8/2/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No CO2 recorded,N/A,N/A,N/A,
CCR,8/2/05,1140,18.3,6.5,5.39,2,19,N/A,N/A,0.05,0.18,34,38,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,8/2/05,1130,17.3,6.5,5.63,3.3,43,N/A,N/A,0.15,0.62,32,40,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,8/2/05,1120,16.7,6.5,6.07,4.9,65,N/A,N/A,0.28,0.87,34,42,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,8/2/05,1110,17.3,6.6,5.96,6.8,77,N/A,N/A,0.45,1.16,30,44,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,7/29/05,1160,28,7.9,8.01,1.1,19,12,"363,000",0.05,0.03,38,44,2.5,N/A,No reservoir level recorded,Anacystis,N/A,N/A,
CCR,7/29/05,1150,24,7.7,8.5,2,28,12,"396,000",0.05,0.03,38,48,5,N/A,No remarks recorded,,N/A,N/A,
CCR,7/29/05,1140,18.4,6.8,7.36,1.7,26,17,"649,000",0.05,0.04,34,46,13,N/A,,,N/A,N/A,
CCR,7/29/05,1130,12.5,6.6,3.17,2,29,6,"572,000",0.06,0.28,32,42,12.5,N/A,,,N/A,N/A,
CCR,7/29/05,1120,12.5,6.6,3.14,1.9,25,12,"539,000",0.06,0.28,32,42,19.5,N/A,,,N/A,N/A,
CCR,7/29/05,1110,11.1,6.6,7.3,3.9,51,6,"407,000",0.05,0.83,34,44,16,N/A,,,N/A,N/A,
CCR,6/29/05,1160,25.7,7.2,7.55,1.2,14,17,"462,000",0.04,0.02,32,38,3,N/A,Calm,Anacystis,1167.8 2.2ft low,1140 & 1130,
CCR,6/29/05,1150,23.2,8,9.13,1.6,20,24,"605,000",0.04,0.02,28,36,4,N/A,Slightly cloudy ,,1167.8 2.2ft low,1140 & 1130,
CCR,6/29/05,1140,16.7,7.4,8.18,1.6,24,17,"594,000",0.04,0.03,28,38,6,N/A,Humid ,,1167.8 2.2ft low,1140 & 1130,
CCR,6/29/05,1130,12.4,7.1,5.03,0.9,14,24,"704,000",0.03,0.03,26,36,6,N/A,Green water,,1167.8 2.2ft low,1140 & 1130,
CCR,6/29/05,1120,11.8,7,5.02,1.2,19,24,"495,000",0.03,0.07,30,36,7.5,N/A,Odor is missing for 1110,,1167.8 2.2ft low,1140 & 1130,
CCR,6/29/05,1110,11.4,6.9,2.28,4.3,49,N/A,"1,012,000",0.28,0.86,30,44,8,N/A,,,1167.8 2.2ft low,1140 & 1130,
CCR,11/13/02,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cold ,Trachelomonas (filter clogging),N/A,N/A,
CCR,11/13/02,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windy,,N/A,N/A,
CCR,11/13/02,1140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lots of debris on surface,,N/A,N/A,
CCR,11/13/02,1130,12.5,7.8,9.28,5,68,17,"1,606,000",0.19,0.68,102,116,7.5,N/A,Grey/brown water,,N/A,N/A,
CCR,11/13/02,1120,12,7.9,9.24,5.2,65,24,"1,100,000",0.19,0.67,100,114,6.5,N/A,"No information for 1160, 1150, and 1140",,N/A,N/A,
CCR,11/13/02,1110,11,7.8,7.22,5.2,64,24,"1,254,000",0.22,0.76,104,124,6.5,N/A,No withdraw or reservoir levels recorded,,N/A,N/A,
CCR,10/26/02 10:30,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Foggy,Anacystis,1136,1130 & 1120,
CCR,10/26/02 10:30,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Drizzle rain,,1136,1130 & 1120,
CCR,10/26/02 10:30,1140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cool,,1136,1130 & 1120,
CCR,10/26/02 10:30,1130,16,7.9,5.5,3.9,58,17,"1,738,000",0.13,0.51,106,126,11.5,N/A,Murky dark in color,,1136,1130 & 1120,
CCR,10/26/02 10:30,1120,15.5,7.8,4.5,4.9,71,17,"1,760,000",0.17,0.71,104,124,10,N/A,"No information for 1160, 1150, and 1140",,1136,1130 & 1120,
CCR,10/26/02 10:30,1110,15.5,7.6,2.39,7.7,93,17,"1,573,000",0.28,0.77,110,130,12.5,N/A,,,1136,1130 & 1120,
CCR,9/20/02 10:50,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sunny,Anacystis,33.4,1130 & 1120,
CCR,9/20/02 10:50,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calm,,33.4,1130 & 1120,
CCR,9/20/02 10:50,1140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Murky green ,,33.4,1130 & 1120,
CCR,9/20/02 10:50,1130,24.5,8.8,9.61,9.6,77,24,"3,421,000",0.16,0.14,108,126,5,N/A,Slight breeze,,33.4,1130 & 1120,
CCR,9/20/02 10:50,1120,23,8.1,4.57,8.3,72,17,"2,959,000",0.15,0.25,106,122,11,N/A,"No information for 1160, 1150, and 1140",,33.4,1130 & 1120,
CCR,9/20/02 10:50,1110,15,7.5,1.2,9.8,135,70,"2,090,000",2.27,6.9,120,140,12.5,N/A,,,33.4,1130 & 1120,
CCR,9/3/02 10:50,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clam,Anacystis,N/A,N/A,
CCR,9/3/02 10:50,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sunny,Ulothrix,N/A,N/A,
CCR,9/3/02 10:50,1140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scummy green water,,N/A,N/A,
CCR,9/3/02 10:50,1130,24.5,8.4,8.76,5.8,63,17,"4,136,000",0.12,0.07,110,124,7.5,N/A,"No information for 1160, 1150, and 1140",,N/A,N/A,
CCR,9/3/02 10:50,1120,23.5,8.2,6.28,8,68,24,"3,927,000",0.16,0.24,104,122,14.5,N/A,No reservoir or withdrawal levels recorded,,N/A,N/A,
CCR,9/3/02 10:50,1110,17,7.5,1.49,8.7,95,70,"3,003,000",1.08,4.7,116,134,15,N/A,,,N/A,N/A,
CCR,8/15/02 9:10,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Water green,Anacystis,1139,1130,
CCR,8/15/02 9:10,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calm,,1139,1130,
CCR,8/15/02 9:10,1140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sunny,,1139,1130,
CCR,8/15/02 9:10,1130,26.5,8.3,6.75,4.5,45,24,"2,123,000",0.1,0.06,114,126,11.5,N/A,"No information for 1160, 1150, and 1140",,1139,1130,
CCR,8/15/02 9:10,1120,24.5,7.8,3.97,7.6,64,24,"2,651,000",0.15,0.68,112,124,13.5,N/A,,,1139,1130,
CCR,8/15/02 9:10,1110,16.5,7.4,1.9,8.2,85,70,"2,486,000",0.72,3.58,118,136,17.5,N/A,,,1139,1130,
CCR,7/17/02,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hot,N/A,1141.2,1130,
CCR,7/17/02,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calm,N/A,1141.2,1130,
CCR,7/17/02,1140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Murky green,N/A,1141.2,1130,
CCR,7/17/02,1130,27,8.3,7.36,3.5,36,17,"2,057,000",0.09,0.06,116,122,13,N/A,"No information for 1160, 1150, and 1140",N/A,1141.2,1130,
CCR,7/17/02,1120,21,7.5,1.92,6.6,66,17,"2,211,000",0.14,1.21,114,128,15,N/A,No predominant organisms recorded,N/A,1141.2,1130,
CCR,7/17/02,1110,15,7.4,0.76,4.3,54,50,"1,716,000",1.6,2.84,118,130,12,N/A,,N/A,1141.2,1130,
CCR,6/14/02,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Warm,Anacystis,N/A,1140 & 1430,
CCR,6/14/02,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cloudy,,N/A,1140 & 1430,
CCR,6/14/02,1140,26,8.2,8,2.9,33,17,"1,804,000",0.09,0.05,118,122,10.5,N/A,Light sprinkle,,N/A,1140 & 1430,
CCR,6/14/02,1130,24,8.2,5.54,3.7,34,17,"3,850,000",0.07,0.06,114,120,8.5,N/A,"Calm, green water",,N/A,1140 & 1430,
CCR,6/14/02,1120,18.5,7.5,2.84,4,54,24,"3,993,000",0.14,0.25,112,120,11,N/A,No information for 1160 or 1150 ,,N/A,1140 & 1430,
CCR,6/14/02,1110,14.5,7.3,1.96,3.5,46,24,"9,020,000",0.16,1.05,114,124,9,N/A,No reservoir level recorded,,N/A,1140 & 1430,
CCR,5/10/02 9:00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Partly cloudy,Anacystis,"1147.5, 22.5",1140 & 1130,
CCR,5/10/02 9:00,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Light wind,,"1147.5, 22.5",1140 & 1130,
CCR,5/10/02 9:00,1140,20.5,8.1,8.75,3.1,39,12,"7,568,000",0.1,0.05,104,116,6,N/A,Calm ,,"1147.5, 22.5",1140 & 1130,
CCR,5/10/02 9:00,1130,18.5,8.2,8.79,3.3,35,12,"6,578,000",0.08,0.05,106,116,8.5,N/A,Water greenish tint,,"1147.5, 22.5",1140 & 1130,
CCR,5/10/02 9:00,1120,15,7.6,4.85,4,48,17,"5,852,000",0.12,0.12,106,120,6,N/A,No information for 1160 or 1150 ,,"1147.5, 22.5",1140 & 1130,
CCR,5/10/02 9:00,1110,12,7.4,4,4.6,72,17,"6,996,000",0.2,0.91,114,122,7,N/A,,,"1147.5, 22.5",1140 & 1130,
CCR,4/12/02 9:24,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calm,Anacystis,23.6 ft below spillway,1130/1140,
CCR,4/12/02 9:24,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Overcast,Fragillaria,23.6 ft below spillway,1130/1140,
CCR,4/12/02 9:24,1140,15,8.5,8.98,4.9,53,17,"19,822,000",0.12,0.09,108,120,4,N/A,Scummy,,23.6 ft below spillway,1130/1140,
CCR,4/12/02 9:24,1130,14,8.4,9.8,3.9,47,17,"16,005,000",0.12,0.09,108,126,4.5,N/A,No information for 1160 and 1150,,23.6 ft below spillway,1130/1140,
CCR,4/12/02 9:24,1120,13,9.4,9.39,3.9,49,17,"21,670,000",0.12,0.09,110,118,4.5,N/A,,,23.6 ft below spillway,1130/1140,
CCR,4/12/02 9:24,1110,11.5,7.9,9.5,4.5,66,17,"13,200,000",0.16,0.23,110,120,4.5,N/A,,,23.6 ft below spillway,1130/1140,
CCR,3/29/02 9:18,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calm,Anacystis,23.4,1140 & 1130,
CCR,3/29/02 9:18,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sunny,,23.4,1140 & 1130,
CCR,3/29/02 9:18,1140,12,8,10.66,3.4,56,17,"8,382,000",0.14,0.07,102,116,3,N/A,Cool,,23.4,1140 & 1130,
CCR,3/29/02 9:18,1130,11,8.2,8.91,3.8,50,17,"11,011,000",0.13,0.07,104,120,3.8,N/A,Murky green,,23.4,1140 & 1130,
CCR,3/29/02 9:18,1120,10,8.2,10.51,4.6,56,17,"11,858,000",0.15,0.09,108,122,4.6,N/A,No information for 1160 and 1150,,23.4,1140 & 1130,
CCR,3/29/02 9:18,1110,10,8.2,10.46,4.8,59,17,"17,996,000",0.17,0.09,106,118,4.8,N/A,,,23.4,1140 & 1130,
CCR,2/27/02 9:45,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cold,Anacystis,23.3,"1140, 1130",
CCR,2/27/02 9:45,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windy,Ulothrix,23.3,"1140, 1130",
CCR,2/27/02 9:45,1140,8,8.1,10.97,3.4,46,24,"1,375,000",0.14,0.11,108,126,4.5,N/A,Slight debris,,23.3,"1140, 1130",
CCR,2/27/02 9:45,1130,8,8.2,10.64,3,45,24,"9,559,000",0.15,0.11,110,128,5,N/A,Green,,23.3,"1140, 1130",
CCR,2/27/02 9:45,1120,7,8.2,10.16,8.6,97,24,"17,435,000",0.36,0.31,110,126,3.5,N/A,Very foggy,,23.3,"1140, 1130",
CCR,2/27/02 9:45,1110,7,8.2,9.72,3.4,49,24,"7,733,000",0.16,0.12,112,126,4,N/A,No information for 1160 and 1150,,23.3,"1140, 1130",
CCR,1/11/02 10:15,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windy,Anacystis,1150.0-19.3 ft,1140 & 1130,
CCR,1/11/02 10:15,1150,5.5,8.1,10.54,2.2,18,17,"473,000",0.09,0.09,110,122,5,N/A,Cloudy,Ulothrix,1150.0-19.3 ft,1140 & 1130,
CCR,1/11/02 10:15,1140,5.5,8.1,11.57,2.1,15,17,"2,035,000",0.08,0.08,110,120,5,N/A,Cold,Trachelomonas,1150.0-19.3 ft,1140 & 1130,
CCR,1/11/02 10:15,1130,5,8.2,10.41,2.1,11,17,"902,000",0.09,0.09,114,128,2.5,N/A,Murky green,,1150.0-19.3 ft,1140 & 1130,
CCR,1/11/02 10:15,1120,5,8.2,10.78,9.7,42,17,"3,476,000",0.33,0.35,122,134,4.5,N/A,No information for 1160 ,,1150.0-19.3 ft,1140 & 1130,
CCR,1/11/02 10:15,1110,5.5,8.2,9.94,2.5,10,17,"1,375,000",0.08,0.08,110,146,3,N/A,Additional raw odor information found below,,1150.0-19.3 ft,1140 & 1130,
CCR,1/4/02 11:23,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sunny,Anacystis,1151.5,1140 & 1130,
CCR,1/4/02 11:23,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Breezy,,1151.5,1140 & 1130,
CCR,1/4/02 11:23,1140,5,8,9.25,1.6,28,N/A,N/A,0.1,0.11,116,122,4,N/A,Slight debris,,1151.5,1140 & 1130,
CCR,1/4/02 11:23,1130,4,8,10.24,1.7,29,N/A,N/A,0.1,0.11,118,128,6,N/A,"Murky, temp 34",,1151.5,1140 & 1130,
CCR,1/4/02 11:23,1120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No information for 1160, 1150, 1120, and 1110",,1151.5,1140 & 1130,
CCR,1/4/02 11:23,1110,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No odor and algal cell count recorded,,1151.5,1140 & 1130,
CCR,11/28/01,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sunny,Anacystis,1154.9,1150 & 1140,
CCR,11/28/01,1150,14,7.9,9.81,2.5,41,17,"2,970,000",0.12,0.16,114,122,6.5,N/A,Still no trash,,1154.9,1150 & 1140,
CCR,11/28/01,1140,13,7.9,10.68,2.6,49,17,"2,475,000",0.16,0.23,122,120,5,N/A,Dark H2O,,1154.9,1150 & 1140,
CCR,11/28/01,1130,12,7.8,10.26,2.1,31,24,"2,420,000",0.1,0.25,124,128,5,N/A,Calm,,1154.9,1150 & 1140,
CCR,11/28/01,1120,12,7.8,9.99,2.6,32,17,"2,255,000",0.2,0.22,120,124,4.5,N/A,No wind,,1154.9,1150 & 1140,
CCR,11/28/01,1110,12,7.8,9.25,3.1,45,17,"2,145,000",0.22,0.32,118,126,2.5,N/A,No information for level 1160,,1154.9,1150 & 1140,
CCR,11/14/01,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sunny,Anacystis,1156,1140 & 1150,
CCR,11/14/01,1150,14,7.6,7.44,2.8,39,17,"2,970,000",0.1,0.29,116,124,40,N/A,Water dark,Synedra,1156,1140 & 1150,
CCR,11/14/01,1140,12,7.7,10.19,2.5,34,17,"4,070,000",0.1,0.26,112,122,50,N/A,No trash,,1156,1140 & 1150,
CCR,11/14/01,1130,12,7.7,7.48,2.3,38,24,"3,575,000",0.09,0.28,118,124,50,N/A,No information for level 1160,,1156,1140 & 1150,
CCR,11/14/01,1120,11,7.8,9.73,2.6,40,24,"10,560,000",0.11,0.32,112,120,25,N/A,,,1156,1140 & 1150,
CCR,11/14/01,1110,11,7.5,3.06,4.9,69,24,"7,425,000",0.67,0.38,114,122,35,N/A,,,1156,1140 & 1150,
CCR,10/23/01,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sunny,Anacystis,1158.3,1150 & 1140,
CCR,10/23/01,1150,19,8.1,9.53,1.6,27,17,N/A,0.05,0.07,120,128,6,N/A,Murky,,1158.3,1150 & 1140,
CCR,10/23/01,1140,18,8,9.11,1.7,25,24,N/A,0.06,0.08,116,122,6,N/A,Slight breeze,,1158.3,1150 & 1140,
CCR,10/23/01,1130,17,8,8.93,1.8,23,17,N/A,0.05,0.08,110,118,5,N/A,Also little debris on surface,,1158.3,1150 & 1140,
CCR,10/23/01,1120,15,7.5,8.71,6.4,97,24,N/A,2.12,2.76,124,126,4,N/A,No information for level 1160,,1158.3,1150 & 1140,
CCR,10/23/01,1110,13,7.3,1.51,6.7,68,24,N/A,2.12,2.79,122,124,4,N/A,No algal cell count recorded,,1158.3,1150 & 1140,
CCR,10/2/01,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windy,Anacystis,1160.2,1140 & 1150,
CCR,10/2/01,1150,22,8.3,9.05,1.8,26,24,N/A,0.05,0.06,124,116,7.5,N/A,Sunny,,1160.2,1140 & 1150,
CCR,10/2/01,1140,21,8.22,8.05,2.5,28,17,N/A,0.07,0.07,122,114,5,N/A,Surface choppy,,1160.2,1140 & 1150,
CCR,10/2/01,1130,19,7.83,6.75,3.9,44,24,N/A,0.13,1.21,120,118,5,N/A,Green color,,1160.2,1140 & 1150,
CCR,10/2/01,1120,14,7.54,7.62,4.7,71,24,N/A,1.25,1.64,124,124,5,N/A,No information for level 1160,,1160.2,1140 & 1150,
CCR,10/2/01,1110,14,7.39,7.65,3.2,49,24,N/A,1.74,2.16,122,124,5,N/A,No algal cell count recorded,,1160.2,1140 & 1150,
CCR,9/11/01,1160,23,8.5,8.49,1.3,23,70,N/A,0.04,0.02,108,122,12.5,N/A,No reservoir level recorded,Anacystis,N/A,1140 & 1150 ,
CCR,9/11/01,1150,25,8.6,6.48,1.6,18,70,N/A,0.04,0.03,110,122,8,N/A,No algal cell count recorded,,N/A,1140 & 1150 ,
CCR,9/11/01,1140,24,8.6,8.34,1.5,28,50,N/A,0.12,0.04,112,120,9,N/A,Noremarks recorded,,N/A,1140 & 1150 ,
CCR,9/11/01,1130,19,7.6,1.78,2.1,32,140,N/A,0.14,0.56,118,126,12,N/A,Additional information for raw odor recorded below,,N/A,1140 & 1150 ,
